eye_file,neural_file,eye_n,neural_n,eye_duration_s,neural_duration_s,duration_diff_s
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_16_001_2025_04_02_18_44.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S16_SART_HbR.csv,290578,2838,290.577,290.5088,0.0681999999999334
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_17_001_2025_04_07_15_25.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S17_SART_HbO.csv,286277,2796,286.276,286.208,0.0679999999999268
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_17_001_2025_04_07_15_25.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S17_SART_HbR.csv,286277,2796,286.276,286.208,0.0679999999999268
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_18_001_2025_04_08_12_25.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S18_SART_HbO.csv,291503,2848,291.502,291.5328,-0.0308000000001698
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_18_001_2025_04_08_12_25.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S18_SART_HbR.csv,291503,2848,291.502,291.5328,-0.0308000000001698
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_19_001_2025_04_09_15_41.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S19_SART_HbO.csv,290671,2840,290.67,290.7136,-0.0436000000000263
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_19_001_2025_04_09_15_41.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S19_SART_HbR.csv,290671,2840,290.67,290.7136,-0.0436000000000263
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_20_001_2025_04_09_18_34.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S20_SART_HbO.csv,291711,2849,291.71,291.6352,0.0748000000000388
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_20_001_2025_04_09_18_34.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S20_SART_HbR.csv,291711,2849,291.71,291.6352,0.0748000000000388
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_21_001_2025_04_11_11_55.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S21_SART_HbO.csv,291717,2849,291.716,291.6352,0.0808000000002949
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_21_001_2025_04_11_11_55.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S21_SART_HbR.csv,291717,2849,291.716,291.6352,0.0808000000002949
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_24_001_2025_04_18_18_51.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S24_SART_HbO.csv,289609,2828,289.608,289.4848,0.123199999999827
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_24_001_2025_04_18_18_51.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S24_SART_HbR.csv,289609,2828,289.608,289.4848,0.123199999999827
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_26_001_2025_04_22_15_39.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S26_SART_HbO.csv,288812,2821,288.811,288.768,0.0429999999999495
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_26_001_2025_04_22_15_39.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S26_SART_HbR.csv,288812,2821,288.811,288.768,0.0429999999999495
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_27_001_2025_04_28_13_28.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S27_SART_HbO.csv,284640,2780,284.639,284.5696,0.0693999999999733
/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/eye_processed_SART/data_preprocessedSART_27_001_2025_04_28_13_28.csv.gz,/Users/evansalvarez/Eye-tracking-Loneliness-Mindwandering-ELM-/data/processed/fNIRS_processed_SART/hbo_hbr_csv/S27_SART_HbR.csv,284640,2780,284.639,284.5696,0.0693999999999733
