id,n_samples,prop_interp_psl,prop_interp_psr,prop_interp_xpl,prop_interp_ypl,prop_interp_xpr,prop_interp_ypr,prop_interp_any,prop_na_psl,prop_na_psr,prop_na_xpl,prop_na_ypl,prop_na_xpr,prop_na_ypr,prop_na_any
11_002_2025_03_24_15_12,145181,0.08047885053829358,0.10493108602365324,0.08047885053829358,0.08047885053829358,0.10493108602365324,0.10493108602365324,0.11059298393040412,0.08047885053829358,0.10493108602365324,0.08047885053829358,0.08047885053829358,0.10493108602365324,0.10493108602365324,0.11059298393040412
109_001_2025_12_03_09_36,145066,0.14447906470158411,0.1491941598996319,0.14447906470158411,0.14447906470158411,0.1491941598996319,0.1491941598996319,0.15219968841768575,0.14447906470158411,0.1491941598996319,0.14447906470158411,0.14447906470158411,0.1491941598996319,0.1491941598996319,0.15219968841768575
13_002_2025_03_31_14_11,145303,0.04287592135055711,0.034493437850560554,0.04287592135055711,0.04287592135055711,0.034493437850560554,0.034493437850560554,0.0431787368464519,0.04287592135055711,0.034493437850560554,0.04287592135055711,0.04287592135055711,0.034493437850560554,0.034493437850560554,0.0431787368464519
049_002_2025_07_17_16_00,508420,0.11426969828094882,0.10889028755753118,0.11426969828094882,0.11426969828094882,0.10889028755753118,0.10889028755753118,0.12353369261634083,0.11426969828094882,0.10889028755753118,0.11426969828094882,0.11426969828094882,0.10889028755753118,0.10889028755753118,0.12353369261634083
110_002_2025_12_04_09_55,145144,0.21670892355178306,0.23769497877969464,0.21670892355178306,0.21670892355178306,0.23769497877969464,0.23769497877969464,0.2380601333847765,0.21670892355178306,0.23769497877969464,0.21670892355178306,0.21670892355178306,0.23769497877969464,0.23769497877969464,0.2380601333847765
12_001_2025_03_26_17_42,145302,0.07360531857785853,0.05110046661436181,0.07360531857785853,0.07360531857785853,0.05110046661436181,0.05110046661436181,0.09438273389216942,0.07360531857785853,0.05110046661436181,0.07360531857785853,0.07360531857785853,0.05110046661436181,0.05110046661436181,0.09438273389216942
104_001_2025_11_26_12_05,507996,0.07230765596579501,0.08376050205119726,0.07230765596579501,0.07230765596579501,0.08376050205119726,0.08376050205119726,0.08379002984275467,0.07230765596579501,0.08376050205119726,0.07230765596579501,0.07230765596579501,0.08376050205119726,0.08376050205119726,0.08379002984275467
111_001_2025_12_04_13_37,144744,0.13508677389045487,0.15360913060299564,0.13508677389045487,0.13508677389045487,0.15360913060299564,0.15360913060299564,0.15492870170784281,0.13508677389045487,0.15360913060299564,0.13508677389045487,0.13508677389045487,0.15360913060299564,0.15360913060299564,0.15492870170784281
16_001_2025_04_02_18_14,145225,0.020265105870201413,0.022778447237045963,0.020265105870201413,0.020265105870201413,0.022778447237045963,0.022778447237045963,0.023742468583232916,0.020265105870201413,0.022778447237045963,0.020265105870201413,0.020265105870201413,0.022778447237045963,0.022778447237045963,0.023742468583232916
113_001_2025_12_05_17_14,145105,0.2414527411185004,0.20516177940112332,0.2414527411185004,0.2414527411185004,0.20516177940112332,0.20516177940112332,0.24426449812204956,0.2414527411185004,0.20516177940112332,0.2414527411185004,0.2414527411185004,0.20516177940112332,0.20516177940112332,0.24426449812204956
112_002_2025_12_04_15_40,145186,0.2993608199137658,0.2516358326560412,0.2993608199137658,0.2993608199137658,0.2516358326560412,0.2516358326560412,0.3094444367914262,0.2993608199137658,0.2516358326560412,0.2993608199137658,0.2993608199137658,0.2516358326560412,0.2516358326560412,0.3094444367914262
18_001_2025_04_08_12_01,145301,0.2550154506851295,0.2818906958658234,0.2550154506851295,0.2550154506851295,0.2818906958658234,0.2818906958658234,0.28780944384415796,0.2550154506851295,0.2818906958658234,0.2550154506851295,0.2550154506851295,0.2818906958658234,0.2818906958658234,0.28780944384415796
10_001_2025_03_14_10_30,508513,0.11529695406017151,0.10887823910106527,0.11529695406017151,0.11529695406017151,0.10887823910106527,0.10887823910106527,0.11869313075575255,0.11529695406017151,0.10887823910106527,0.11529695406017151,0.11529695406017151,0.10887823910106527,0.10887823910106527,0.11869313075575255
104_003_2025_11_26_12_21,375389,0.06134969325153374,0.06946394273673442,0.06134969325153374,0.06134969325153374,0.06946394273673442,0.06946394273673442,0.07109425156304527,0.06134969325153374,0.06946394273673442,0.06134969325153374,0.06134969325153374,0.06946394273673442,0.06946394273673442,0.07109425156304527
15_002_2025_04_02_11_27,145302,0.12836712502236722,0.12932375328625897,0.12836712502236722,0.12836712502236722,0.12932375328625897,0.12932375328625897,0.13297821089867998,0.12836712502236722,0.12932375328625897,0.12836712502236722,0.12836712502236722,0.12932375328625897,0.12932375328625897,0.13297821089867998
108_002_2025_12_02_09_50,145148,0.02941135944001984,0.020165624052691046,0.02941135944001984,0.02941135944001984,0.020165624052691046,0.020165624052691046,0.029535370793948246,0.02941135944001984,0.020165624052691046,0.02941135944001984,0.02941135944001984,0.020165624052691046,0.020165624052691046,0.029535370793948246
102_001_2025_11_24_12_22,507883,0.08942807693898004,0.09201922490022309,0.08942807693898004,0.08942807693898004,0.09201922490022309,0.09201922490022309,0.09503369870619809,0.08942807693898004,0.09201922490022309,0.08942807693898004,0.08942807693898004,0.09201922490022309,0.09201922490022309,0.09503369870619809
101_001_2025_11_24_10_03,508434,0.18966866889311101,0.16986078822423362,0.18966866889311101,0.18966866889311101,0.16986078822423362,0.16986078822423362,0.18972570677806755,0.18966866889311101,0.16986078822423362,0.18966866889311101,0.18966866889311101,0.16986078822423362,0.16986078822423362,0.18972570677806755
13_001_2025_03_31_13_59,508474,0.0218162580584258,0.01270074772751409,0.0218162580584258,0.0218162580584258,0.01270074772751409,0.01270074772751409,0.02190869149651703,0.0218162580584258,0.01270074772751409,0.0218162580584258,0.0218162580584258,0.01270074772751409,0.01270074772751409,0.02190869149651703
12_003_2025_03_26_17_59,313829,0.4836264335035959,0.2655681915947857,0.4836264335035959,0.4836264335035959,0.2655681915947857,0.2655681915947857,0.6657192292617954,0.4836264335035959,0.2655681915947857,0.4836264335035959,0.4836264335035959,0.2655681915947857,0.2655681915947857,0.6657192292617954
11_003_2025_03_24_15_17,319206,0.07491713814903228,0.09241994198104046,0.07491713814903228,0.07491713814903228,0.09241994198104046,0.09241994198104046,0.10938704159696247,0.07491713814903228,0.09241994198104046,0.07491713814903228,0.07491713814903228,0.09241994198104046,0.09241994198104046,0.10938704159696247
76150084
106_003_2025_12_01_13_21,375473,0.02677955538747127,0.04389396840784823,0.02677955538747127,0.02677955538747127,0.04389396840784823,0.04389396840784823,0.04435738388645788,0.02677955538747127,0.04389396840784823,0.02677955538747127,0.02677955538747127,0.04389396840784823,0.04389396840784823,0.04435738388645788
13_003_2025_03_31_14_17,375720,0.04459970190567444,0.02065633982753114,0.04459970190567444,0.04459970190567444,0.02065633982753114,0.02065633982753114,0.04545672309166401,0.04459970190567444,0.02065633982753114,0.04459970190567444,0.04459970190567444,0.02065633982753114,0.02065633982753114,0.04545672309166401
105_002_2025_11_26_13_53,508150,0.03719767785102824,0.032834792876119255,0.03719767785102824,0.03719767785102824,0.032834792876119255,0.032834792876119255,0.03843156548263308,0.03719767785102824,0.032834792876119255,0.03719767785102824,0.03719767785102824,0.032834792876119255,0.032834792876119255,0.03843156548263308
14_003_2025_03_31_16_28,319129,0.14101194187930272,0.15271567297237168,0.14101194187930272,0.14101194187930272,0.15271567297237168,0.15271567297237168,0.15744103481664154,0.14101194187930272,0.15271567297237168,0.14101194187930272,0.14101194187930272,0.15271567297237168,0.15271567297237168,0.15744103481664154
111_003_2025_12_04_13_57,324675,0.0874074074074074,0.08005236005236005,0.0874074074074074,0.0874074074074074,0.08005236005236005,0.08005236005236005,0.08920304920304921,0.0874074074074074,0.08005236005236005,0.0874074074074074,0.0874074074074074,0.08005236005236005,0.08005236005236005,0.08920304920304921
100_001_2025_11_19_16_49,508550,0.06533280896666994,0.05812014551174909,0.06533280896666994,0.06533280896666994,0.05812014551174909,0.05812014551174909,0.06846524432209222,0.06533280896666994,0.05812014551174909,0.06533280896666994,0.06533280896666994,0.05812014551174909,0.05812014551174909,0.06846524432209222
051_003_2025_08_21_17_57,385441,0.11821264473680797,0.12009620149387325,0.11821264473680797,0.11821264473680797,0.12009620149387325,0.12009620149387325,0.1250723197584066,0.11821264473680797,0.12009620149387325,0.11821264473680797,0.11821264473680797,0.12009620149387325,0.12009620149387325,0.1250723197584066
103_002_2025_11_24_14_21,508016,0.1467394727725111,0.14718827753456584,0.1467394727725111,0.1467394727725111,0.14718827753456584,0.14718827753456584,0.15174325218103366,0.1467394727725111,0.14718827753456584,0.1467394727725111,0.1467394727725111,0.14718827753456584,0.14718827753456584,0.15174325218103366
107_003_2025_12_01_17_43,385150,0.13674152927430872,0.1523821887576269,0.13674152927430872,0.13674152927430872,0.1523821887576269,0.1523821887576269,0.15239517071270933,0.13674152927430872,0.1523821887576269,0.13674152927430872,0.13674152927430872,0.1523821887576269,0.1523821887576269,0.15239517071270933
054_003_2025_08_22_17_11,375641,0.33746848719921413,0.3325861660468373,0.33746848719921413,0.33746848719921413,0.3325861660468373,0.3325861660468373,0.3632217995373242,0.33746848719921413,0.3325861660468373,0.33746848719921413,0.33746848719921413,0.3325861660468373,0.3325861660468373,0.3632217995373242
109_003_2025_12_03_09_59,318959,0.19832016027138286,0.20738715634297825,0.19832016027138286,0.19832016027138286,0.20738715634297825,0.20738715634297825,0.23155013653792494,0.19832016027138286,0.20738715634297825,0.19832016027138286,0.19832016027138286,0.20738715634297825,0.20738715634297825,0.23155013653792494
108_001_2025_12_02_09_38,508221,0.03847145237996856,0.03327686183766511,0.03847145237996856,0.03847145237996856,0.03327686183766511,0.03327686183766511,0.039435599866987,0.03847145237996856,0.03327686183766511,0.03847145237996856,0.03847145237996856,0.03327686183766511,0.03327686183766511,0.039435599866987
110_003_2025_12_04_10_00,313745,0.21433329614814578,0.22926261773095985,0.21433329614814578,0.21433329614814578,0.22926261773095985,0.22926261773095985,0.23044829399671707,0.21433329614814578,0.22926261773095985,0.21433329614814578,0.21433329614814578,0.22926261773095985,0.22926261773095985,0.23044829399671707
114_003_2025_12_08_12_03,375599,0.163725143038187,0.1424071949073347,0.163725143038187,0.163725143038187,0.1424071949073347,0.1424071949073347,0.17114529058916558,0.163725143038187,0.1424071949073347,0.163725143038187,0.163725143038187,0.1424071949073347,0.1424071949073347,0.17114529058916558
113_003_2025_12_05_17_31,313620,0.7385785345322364,0.7561985842739621,0.7385785345322364,0.7385785345322364,0.7561985842739621,0.7561985842739621,0.7778681206555704,0.7385785345322364,0.7561985842739621,0.7385785345322364,0.7385785345322364,0.7561985842739621,0.7561985842739621,0.7778681206555704
17_002_2025_04_07_15_12,145302,0.19310814716934385,0.19248186535629241,0.19310814716934385,0.19310814716934385,0.19248186535629241,0.19248186535629241,0.2079049152798998,0.19310814716934385,0.19248186535629241,0.19310814716934385,0.19310814716934385,0.19248186535629241,0.19248186535629241,0.2079049152798998
16_003_2025_04_02_18_34,325883,0.33745239856021947,0.26053829134996304,0.33745239856021947,0.33745239856021947,0.26053829134996304,0.26053829134996304,0.3423345188303778,0.33745239856021947,0.26053829134996304,0.33745239856021947,0.33745239856021947,0.26053829134996304,0.26053829134996304,0.3423345188303778
112_003_2025_12_04_15_48,385309,0.4614166811572011,0.4771884383702431,0.4614166811572011,0.4614166811572011,0.4771884383702431,0.4771884383702431,0.5120254133695293,0.4614166811572011,0.4771884383702431,0.4614166811572011,0.4614166811572011,0.4771884383702431,0.4771884383702431,0.5120254133695293
05_2025_03_05_17_16,508581,0.2212823522703365,0.20491721082777375,0.2212823522703365,0.2212823522703365,0.20491721082777375,0.20491721082777375,0.2249395868111471,0.2212823522703365,0.20491721082777375,0.2212823522703365,0.2212823522703365,0.20491721082777375,0.20491721082777375,0.2249395868111471
084_001_2025_10_06_12_19,508513,0.13044504270293975,0.16286899253313092,0.13044504270293975,0.13044504270293975,0.16286899253313092,0.16286899253313092,0.16771449304147584,0.13044504270293975,0.16286899253313092,0.13044504270293975,0.13044504270293975,0.16286899253313092,0.16286899253313092,0.16771449304147584
16_002_2025_04_02_18_22,508581,0.11849243286713425,0.09112019520980925,0.11849243286713425,0.11849243286713425,0.09112019520980925,0.09112019520980925,0.12480607808785621,0.11849243286713425,0.09112019520980925,0.11849243286713425,0.11849243286713425,0.09112019520980925,0.09112019520980925,0.12480607808785621
