id,n_samples,prop_interp_psl,prop_interp_psr,prop_interp_xpl,prop_interp_ypl,prop_interp_xpr,prop_interp_ypr,prop_interp_any,prop_na_psl,prop_na_psr,prop_na_xpl,prop_na_ypl,prop_na_xpr,prop_na_ypr,prop_na_any
80_001,299995,0.333878897981633,0.7237287288121469,0.333878897981633,0.333878897981633,0.7237287288121469,0.7237287288121469,0.7260521008683478,0.333878897981633,0.7237287288121469,0.333878897981633,0.333878897981633,0.7237287288121469,0.7237287288121469,0.7260521008683478
67_001,300758,0.055562944294083615,0.12002673245599452,0.055562944294083615,0.055562944294083615,0.12002673245599452,0.12002673245599452,0.12657352422878193,0.055562944294083615,0.12002673245599452,0.055562944294083615,0.055562944294083615,0.12002673245599452,0.12002673245599452,0.12657352422878193
86_001,300334,0.04023853443166608,0.05104317193524543,0.04023853443166608,0.04023853443166608,0.05104317193524543,0.05104317193524543,0.05405648378139005,0.04023853443166608,0.05104317193524543,0.04023853443166608,0.04023853443166608,0.05104317193524543,0.05104317193524543,0.05405648378139005
88_001,295285,0.05304028311631136,0.13524222361447416,0.05304028311631136,0.05304028311631136,0.13524222361447416,0.13524222361447416,0.15167380666136107,0.05304028311631136,0.13524222361447416,0.05304028311631136,0.05304028311631136,0.13524222361447416,0.13524222361447416,0.15167380666136107
87_001,291629,0.0976240360183658,0.08328046936347208,0.0976240360183658,0.0976240360183658,0.08328046936347208,0.08328046936347208,0.11124750967839275,0.0976240360183658,0.08328046936347208,0.0976240360183658,0.0976240360183658,0.08328046936347208,0.08328046936347208,0.11124750967839275
95_001,304838,0.07151995486127058,0.1640182654393481,0.07151995486127058,0.07151995486127058,0.1640182654393481,0.1640182654393481,0.16680991215006002,0.07151995486127058,0.1640182654393481,0.07151995486127058,0.07151995486127058,0.1640182654393481,0.1640182654393481,0.16680991215006002
91_001,297502,0.2148825890246116,0.58596916995516,0.2148825890246116,0.2148825890246116,0.58596916995516,0.58596916995516,0.6504494087434707,0.2148825890246116,0.58596916995516,0.2148825890246116,0.2148825890246116,0.58596916995516,0.58596916995516,0.6504494087434707
83_001,295598,0.18639841947509794,0.18711560971319158,0.18639841947509794,0.18639841947509794,0.18711560971319158,0.18711560971319158,0.19650335929201146,0.18639841947509794,0.18711560971319158,0.18639841947509794,0.18639841947509794,0.18711560971319158,0.18711560971319158,0.19650335929201146
90_001,293727,0.2679528950351857,0.13242909232042,0.2679528950351857,0.2679528950351857,0.13242909232042,0.13242909232042,0.279432942834673,0.2679528950351857,0.13242909232042,0.2679528950351857,0.2679528950351857,0.13242909232042,0.13242909232042,0.279432942834673
92_001,306517,0.07732686930904321,0.07109230483137967,0.07732686930904321,0.07732686930904321,0.07109230483137967,0.07109230483137967,0.07986832704221952,0.07732686930904321,0.07109230483137967,0.07732686930904321,0.07732686930904321,0.07109230483137967,0.07109230483137967,0.07986832704221952
